num,div,max,exact
2464,0.075378,0.129870,2
2480,0.074718,0.135484,0
2496,0.072062,0.134615,0
2512,0.070425,0.133758,0
2528,0.069764,0.126582,0
2544,0.071984,0.132075,1
2560,0.071909,0.137500,1
2576,0.071293,0.130435,0
2592,0.071422,0.129630,0
2608,0.068591,0.134969,1
2624,0.066412,0.128049,1
2640,0.064282,0.121212,0
2656,0.064249,0.120482,0
2672,0.061249,0.125749,0
2688,0.061066,0.125000,0
2704,0.063074,0.130178,0
2720,0.062978,0.129412,0
2736,0.064560,0.128655,1
2752,0.062449,0.133721,0
2768,0.063649,0.138728,1
2784,0.063349,0.132184,1
2800,0.063084,0.131429,0
2816,0.063142,0.136364,1
2832,0.061176,0.124294,0
2848,0.059389,0.123596,1
2864,0.058125,0.122905,0
2880,0.056792,0.116667,0
2896,0.053991,0.116022,0
2912,0.053940,0.115385,0
2928,0.051225,0.109290,0
2944,0.049922,0.108696,1
2960,0.049835,0.102703,1
2976,0.050756,0.102151,0
2992,0.051674,0.101604,0
3008,0.051296,0.101064,0
3024,0.053502,0.105820,0
3040,0.054315,0.105263,0
3056,0.055192,0.109948,0
3072,0.056005,0.114583,0
3088,0.057610,0.119171,0
3104,0.056876,0.118557,0
3120,0.056498,0.112821,0
3136,0.056613,0.112245,0
3152,0.055866,0.116751,0
3168,0.056212,0.121212,0
3184,0.056126,0.120603,0
3200,0.054572,0.115000,0
3216,0.056287,0.119403,0
3232,0.057493,0.123762,1
3248,0.058468,0.123153,1
3264,0.057923,0.127451,0
3280,0.058790,0.126829,0
3296,0.058151,0.121359,0
3312,0.059926,0.125604,0
3328,0.060789,0.125000,0
3344,0.059952,0.124402,1
3360,0.061445,0.128571,0
3376,0.061062,0.127962,0
3392,0.061728,0.132075,1
3408,0.062966,0.131455,0
3424,0.062213,0.130841,1
3440,0.061770,0.130233,0
3456,0.061419,0.134259,0
3472,0.061633,0.133641,0
3488,0.062392,0.133028,0
3504,0.064455,0.136986,0
3520,0.064363,0.136364,0
3536,0.064885,0.135747,0
3552,0.065914,0.139640,0
3568,0.064557,0.139013,0
3584,0.063292,0.142857,1
3600,0.065263,0.146667,0
3616,0.065630,0.150442,0
3632,0.066006,0.154185,0
3648,0.066099,0.153509,0
3664,0.066531,0.152838,0
3680,0.066473,0.152174,0
3696,0.065007,0.147186,0
3712,0.065777,0.146552,0
3728,0.065582,0.150215,0
3744,0.063799,0.141026,0
3760,0.064060,0.136170,0
3776,0.065541,0.135593,0
3792,0.064199,0.130802,0
3808,0.063287,0.130252,1
3824,0.062796,0.125523,0
3840,0.061343,0.120833,0
3856,0.060309,0.120332,0
3872,0.060432,0.119835,1
3888,0.060481,0.123457,0
3904,0.059302,0.127049,2
3920,0.059025,0.130612,1
3936,0.058732,0.126016,1
3952,0.058896,0.129555,0
3968,0.059039,0.129032,0
3984,0.058716,0.124498,0
4000,0.058138,0.124000,0
4016,0.058197,0.119522,0
4032,0.056643,0.119048,0
4048,0.056055,0.122530,1
4064,0.056558,0.125984,0
4080,0.056981,0.121569,0
4096,0.056607,0.125000,0
4112,0.055881,0.124514,0
4128,0.054073,0.127907,0
4144,0.054226,0.123552,0
4160,0.052718,0.111538,1
4176,0.051475,0.111111,0
4192,0.050851,0.110687,0
4208,0.051154,0.106464,0
4224,0.051816,0.106061,1
4240,0.051913,0.101887,1
4256,0.051666,0.101504,0
4272,0.050700,0.104869,0
4288,0.049660,0.104478,1
4304,0.049037,0.104089,0
4320,0.048326,0.103704,1
4336,0.047846,0.103321,0
4352,0.048164,0.106618,2
4368,0.048022,0.109890,0
4384,0.047743,0.105839,0
4400,0.046728,0.098182,1
4416,0.046169,0.097826,1
4432,0.045126,0.093863,1
4448,0.045625,0.093525,0
4464,0.044749,0.093190,1
4480,0.045264,0.096429,1
4496,0.044979,0.092527,0
4512,0.044006,0.088652,1
4528,0.043886,0.088339,1
4544,0.043661,0.088028,0
4560,0.043912,0.087719,1
4576,0.042912,0.087413,0
4592,0.042478,0.090592,1
4608,0.043507,0.090278,2
4624,0.043717,0.089965,2
4640,0.043121,0.086207,1
4656,0.044425,0.089347,2
4672,0.044124,0.085616,1
4688,0.043741,0.088737,1
4704,0.044446,0.088435,0
4720,0.043986,0.091525,0
4736,0.044708,0.091216,0
4752,0.044953,0.094276,0
4768,0.045766,0.093960,0
4784,0.045474,0.093645,0
4800,0.047052,0.096667,0
4816,0.046526,0.099668,0
4832,0.046180,0.099338,1
4848,0.046659,0.102310,0
4864,0.046126,0.101974,0
4880,0.045149,0.101639,1
4896,0.045503,0.104575,2
4912,0.044573,0.104235,0
4928,0.044680,0.100649,1
4944,0.045061,0.103560,2
4960,0.044800,0.106452,3
4976,0.045686,0.106109,1
4992,0.046308,0.108974,1
5008,0.046559,0.105431,0
5024,0.048167,0.108280,0
5040,0.049065,0.111111,0
5056,0.049659,0.110759,1
5072,0.048281,0.107256,0
5088,0.047222,0.103774,1
5104,0.046536,0.103448,1
5120,0.045768,0.103125,1
5136,0.045185,0.096573,1
5152,0.045285,0.099379,2
5168,0.046025,0.099071,0
5184,0.045440,0.092593,0
5200,0.045038,0.089231,1
5216,0.044067,0.088957,2
5232,0.042772,0.085627,1
5248,0.042218,0.082317,0
5264,0.043226,0.082067,2
5280,0.042221,0.078788,1
5296,0.042699,0.078550,0
5312,0.043073,0.081325,1
5328,0.042747,0.084084,0
5344,0.042540,0.080838,0
5360,0.043064,0.083582,0
5376,0.042535,0.083333,0
5392,0.041450,0.083086,0
5408,0.041762,0.085799,0
5424,0.043178,0.088496,1
5440,0.043860,0.088235,0
5456,0.043137,0.082111,0
5472,0.043762,0.084795,0
5488,0.043317,0.081633,0
5504,0.043228,0.081395,0
5520,0.043995,0.084058,1
5536,0.043135,0.083815,0
5552,0.043216,0.083573,0
5568,0.043957,0.080460,0
5584,0.042270,0.080229,0
5600,0.043307,0.082857,0
5616,0.043709,0.085470,0
5632,0.043365,0.085227,0
5648,0.044023,0.087819,0
5664,0.043785,0.084746,1
5680,0.043159,0.084507,0
5696,0.043198,0.084270,0
5712,0.042860,0.084034,0
5728,0.043093,0.083799,0
5744,0.043578,0.086351,0
5760,0.044041,0.088889,0
5776,0.042701,0.083102,0
5792,0.042929,0.082873,0
5808,0.042744,0.085399,0
5824,0.042505,0.085165,1
5840,0.042300,0.084932,0
5856,0.043265,0.087432,0
5872,0.043915,0.087193,1
5888,0.043340,0.089674,1
5904,0.044900,0.092141,0
5920,0.044183,0.091892,1
5936,0.043868,0.088949,0
5952,0.044942,0.091398,0
5968,0.044630,0.091153,0
5984,0.044199,0.090909,0
6000,0.044731,0.088000,0
6016,0.045466,0.087766,0
6032,0.045414,0.087533,0
6048,0.045945,0.089947,0
6064,0.044416,0.084433,1
6080,0.044805,0.081579,0
6096,0.044173,0.078740,0
6112,0.044608,0.081152,0
6128,0.042992,0.080940,0
6144,0.042453,0.078125,0
6160,0.042023,0.077922,0
6176,0.041814,0.077720,0
6192,0.039411,0.072351,0
6208,0.041708,0.074742,0
6224,0.041211,0.071979,0
6240,0.041146,0.069231,0
6256,0.040317,0.066496,0
6272,0.039777,0.066327,1
6288,0.041539,0.068702,0
6304,0.041023,0.068528,1
6320,0.039828,0.068354,0
6336,0.039577,0.070707,0
6352,0.038931,0.070529,0
6368,0.039298,0.067839,0
6384,0.038246,0.065163,0
6400,0.038406,0.067500,0
6416,0.040075,0.069825,0
6432,0.039645,0.072139,1
6448,0.038840,0.071960,1
6464,0.038951,0.066832,1
6480,0.037487,0.061728,1
6496,0.037334,0.061576,1
6512,0.038222,0.063882,1
6528,0.038187,0.061275,0
6544,0.039301,0.068460,0
6560,0.039205,0.068293,0
6576,0.038977,0.068127,0
6592,0.039071,0.067961,0
6608,0.039942,0.067797,0
6624,0.040210,0.067633,0
6640,0.041097,0.069880,0
6656,0.040546,0.069712,0
6672,0.040943,0.067146,1
6688,0.041385,0.069378,1
6704,0.042148,0.071599,1
6720,0.041752,0.073810,1
6736,0.041712,0.073634,0
6752,0.040993,0.073460,0
6768,0.039822,0.070922,1
6784,0.039981,0.070755,1
6800,0.039407,0.070588,0
6816,0.040267,0.070423,0
6832,0.039881,0.070258,0
6848,0.038401,0.067757,0
6864,0.038839,0.067599,0
6880,0.039381,0.069767,1
6896,0.039426,0.071926,0
6912,0.039198,0.071759,0
6928,0.039959,0.073903,0
6944,0.040000,0.071429,0
6960,0.039618,0.071264,0
6976,0.040488,0.073394,0
6992,0.040919,0.070938,2
7008,0.041048,0.073059,1
7024,0.040907,0.072893,2
7040,0.040481,0.072727,1
7056,0.039820,0.072562,0
7072,0.039260,0.072398,1
7088,0.039463,0.074492,1
7104,0.039551,0.076577,2
7120,0.039526,0.074157,2
7136,0.039501,0.073991,1
7152,0.039949,0.071588,1
7168,0.039860,0.071429,0
7184,0.040436,0.073497,1
7200,0.039822,0.071111,1
7216,0.039571,0.070953,1
7232,0.039274,0.070796,0
7248,0.039070,0.070640,0
7264,0.039140,0.070485,0
7280,0.038273,0.065934,1
7296,0.038102,0.065789,0
7312,0.038410,0.065646,0
7328,0.038736,0.067686,1
7344,0.038904,0.069717,1
7360,0.038728,0.071739,0
7376,0.038599,0.069414,0
7392,0.037763,0.071429,0
7408,0.037673,0.069114,0
7424,0.037638,0.068966,0
7440,0.038062,0.070968,0
7456,0.038649,0.070815,0
7472,0.038170,0.072805,0
7488,0.038550,0.072650,0
7504,0.038357,0.074627,1
7520,0.038172,0.074468,1
7536,0.037839,0.072187,1
7552,0.037265,0.065678,0
7568,0.036877,0.065539,1
7584,0.035780,0.063291,0
7600,0.035361,0.063158,0
7616,0.035310,0.060924,0
7632,0.035174,0.060797,0
7648,0.035287,0.062762,0
7664,0.034730,0.062630,0
7680,0.035039,0.060417,1
7696,0.035074,0.060291,1
7712,0.035957,0.060166,1
7728,0.035711,0.060041,0
7744,0.036392,0.061983,0
7760,0.036434,0.059794,0
7776,0.037513,0.063786,0
7792,0.037224,0.065708,0
7808,0.037555,0.065574,1
7824,0.037569,0.065440,2
7840,0.036664,0.063265,0
7856,0.036433,0.063136,1
7872,0.036628,0.063008,0
7888,0.037477,0.064909,0
7904,0.036988,0.066802,0
7920,0.037058,0.070707,0
7936,0.037624,0.068548,1
7952,0.037528,0.066398,0
7968,0.037954,0.064257,0
7984,0.037605,0.064128,0
8000,0.038066,0.066000,0
8016,0.037826,0.067864,0
8032,0.038038,0.067729,0
8048,0.037963,0.065606,0
8064,0.037698,0.065476,0
8080,0.037819,0.065347,0
8096,0.037944,0.067194,0
8112,0.038852,0.069034,0
8128,0.039585,0.068898,0
8144,0.039083,0.070727,1
8160,0.039563,0.070588,0
8176,0.039419,0.070450,0
8192,0.039197,0.070313,0
8208,0.039471,0.072125,0
8224,0.038740,0.071984,0
8240,0.038303,0.071845,1
8256,0.037710,0.071705,0
8272,0.038387,0.071567,0
8288,0.038374,0.071429,1
8304,0.038889,0.073218,0
8320,0.039129,0.073077,0
8336,0.039183,0.074856,1
8352,0.039205,0.074713,0
8368,0.039761,0.076482,0
8384,0.040045,0.076336,0
